,POS_Tweet,class
19468,hoes baes dipssidelines nothing,1
19469,aint got bitches,1
19470,too bad bitch,1
19471,kxngnandi stuck niggas love assuming bitches want yall nice,1
19472,teabaggers planes towers watching,2
19473,always wanted cover pussy umm okay post cover,1
19474,youre jealous bitch,1
19475,hos literally say got nigga dawg,1
19476,bitches bigger sizes cant fit shit looked dumb af,1
19477,friends dumb hoes dont even,1
19478,yall females really cool cuffin hoe ass nope couldnt,1
19479,dump little blue bird mascot officially change set boobs,1
19480,never go full retard,0
19481,nicer easier youre hurt so bitch,1
19482,im shy quiet im chilling bitch,1
19483,youre bitch,1
19484,sarcastic bitch beautiful,1
19485,take bra ask shit u bitch bc bra comes clocked lifei,1
19486,girls wear beanies look cute amp stylish wear look member drug cartel sel,2
19487,pointless trying pass class get bitch,1
19488,twitter get argument wouldve bitch slapped,1
19489,fuck closed casket bitch put rotthrow seedswater give leaves,1
19490,sum bitch,1
19491,want dollars bad hoes da islands fine ass genie bitch datz none,1
19492,pleased proud announced sole curator soundtrack,2
19493,even ask lightskin bitches nudes nomo fuck yall,1
19494,amp readingconvo busboysandpoets th cc,2
19495,readingconvo busboysandpoets th teachingchange,2
19496,point dont enjoy watching anymore constantly pisses bitch,1
19497,people lmaoo sexxielexxie says get pussy,1
19498,proved turn hoe housewife,1
19499,mine meaning respect fact dont want talkingchilling anything bitch use,1
19500,bitch trying flirt niggga like,1
19501,falling love easy falling love thats bitch,1
19502,im queer dollar bill first response coming sarcastic wow really never,1
19503,gerry sends damn jig boo,1
19504,dont play games girl play better bitch,1
19505,dont know bitch world claim busy nigga really fuck,1
19506,attack animals last house left lake got colored eyeswe known,2
19507,hate lose something mom says well guess wasnt important bitch lost grocery st,1
19508,fly banging windows called retarded thought umm talki,2
19509,pussy shit think never,1
19510,ever car ya moma singing song come bitch know sch,1
19511,true life emotional clingy bitch,1
19512,hoes,1
19513,sexilexi bitch im gon steal heart,1
19514,tonight bitch gtgtgtgt,1
19515,bitch lmao really say whats mind cant help,1
19516,luckily friends belt karate unfortunate bonner dudes,2
19517,tryna make mimi b bad bitch sooooo weak makes mad fucks th grader,1
19518,weird bitch hang ppl ya age,1
19519,ride nigga ya whole life new pussy fuck night,1
19520,kendawqq bitch please dont even make food,1
19521,calling hoes hoes know much hoe hoe calling hoe,1
19522,couple years ago hospital twitter strip club throwing ones big booty hoe,1
19523,bitches name asssofathairsoreal brown get claps claps right claps,1
19524,youre becoming real bitch car ride john caring fountains makes money tour,1
19525,tried outfit cover shoot high fuck weed brownies,1
19526,hoes stay mad keep em hot guess got fever,1
19527,feel bad homies suffer canker sores reg bitches hinder spirit,1
19528,hoe quotes,1
19529,need guy put place bitches think theyre zoo animals,1
19530,girl goes thru hoe phase freshman year college,1
19531,got girl fuck asking girls text youhoes man hoes,1
19532,hoes getting outta hand,1
19533,women wild animalswell control attitude put place u dumb bitch,1
19534,bitch,1
19535,look trash someone compliments,2
19536,bitch guessed,1
19537,aint nuttin ta fuck bitch dawg,1
19538,pittsburghduck yellow livestream wpxi nofliter,2
19539,twinkle twinkle little star fucked bitch stole car,1
19540,bitch nigga qualities provide,1
19541,bitch cho name bitch wan na fuck ya bitch things says doe utcast baby,1
19542,talked much trash lose today,2
19543,youre cunt shot,1
19544,know reconciliation welcome,2
19545,got niggas amp got bitches,0
19546,last time auditions came auditioned man blue monkey,2
19547,hoes sooo average course,1
19548,maybe hoe ass niggas start considering girls feelings shiii think nigga youre,1
19549,incredible scales celestial bodies,2
19550,thats type bitch hate,1
19551,little stupid ass bitch aint fucking,1
19552,sarobards yes ghetto bitch,1
19553,maggietanquary shes ugliest women ever seen reptile crow,0
19554,fighters book tickets cruise ships,2
19555,shes basic bitch,1
19556,ex told wanted get gift take breath away got bitch treadmill,1
19557,fucking bitches getting money,1
19558,whateverduuude ily ur bad bitch,1
19559,really get excited see bad bitch association lunch everyday always make laugh,1
19560,big nig nig,2
19561,bitch,1
19562,love ass bitches,1
19563,wish pretty colored eyes,2
19564,r u african ur frican bitch,1
19565,youre freshman youve fucked boys senior class youre hoe,1
19566,wizkhalifa bitches rep lmfaoo,1
19567,bitch already know answer bri,1
19568,shimmy shimmy ya bitch,1
19569,savanaharanda is girl guy mom dad butch dyke,0
19570,believe time uncouthuncivilised people sentenced death racial slursattacks citizens,1
19571,only extreme lowlife bitches abt juniors public,1
19572,u want physically chasinghounding uncivilised also case anil,2
19573,claims hoes dont exist uses hoe name,1
19574,look fucking retarded yalls pants ankles,1
19575,know dealing hoe,1
19576,wants protect herthis dude told yo ass occasions let bitch,1
19577,dont ever afraid double bitch downppl always expect im sorry got loud im sorry,1
19578,thank broad universe takes step forward ampputs colored contacts eyesthats less person,2
19579,gets irritated jealous bitches,1
19580,win,2
19581,inmate sums return means httptcobmrzfwstva,2
19582,hell benihana bitch,1
19583,called pussy tough guy lets see tegan kisses right bicep kisses left feel,1
19584,yellow skin red hair look pencil,2
19585,corrupt administration amp bitch,1
19586,different personalities different bitches spit game lie need grow lm,1
19587,good morning sunshine miembrotropa dirty bitch,1
19588,refresh dhimmi mayor poor memory citys long history jihadi breeding groundgt h,2
19589,drivers licenses illegal aliens gt,2
19590,forms bitch still dont get saiyan,1
19591,bitches love pizza,1
19592,said give bitch heart rather purse,1
19593,bitches came yeah threw party,1
19594,aint never worried bitch nigga,1
19595,briiixo taxes gon go,2
19596,paid miles bitches money,1
19597,rt onebillionbucks bitch dressed church club gym slay vampires,1
19598,realest tweet seen today bitches rehab hoesand im healedback dick go,0
19599,bitches virginiayumyum,1
19600,call mom bitch getting knocked mamas,1
19601,never criticises trashes leader never criticises,2
19602,think addicted naked pictures sitting taking bout bitches almost,1
19603,look bitch ass walk,1
19604,always say rider bitch stfu ride dick lmaoooooooooooooooooooo,1
19605,cheat female pussy,1
19606,pussy book read,1
19607,see yall yall side bitches made,1
19608,wears womens clothing,2
19609,sex days bitches jus want somebody gone better young women,1
19610,anything want life dont fucking bitch,1
19611,know livin ghetto eating cottage cheese times day salt peppa lil barbeeequeee,1
19612,straight guys take picture naked hot fags jakesiwy,0
19613,openly queer male playing making first openly queer male play lead superhe,1
19614,point voter voted,2
19615,number fuckin bitch,1
19616,amp bitch dead,1
19617,teachers trying pronounce ghetto names st day school,2
19618,fuck gpa bitch im lot smarter,1
19619,bitches green eyed curly haired kids talking future child,1
19620,said lifes bitch really meant,1
19621,vintagemonroe always nasty hungry bitch look never hungry,1
19622,pussy maggot bitches tryna lick sac riches,1
19623,chances think youre faggot,0
19624,yankees fan,2
19625,grandma used say stop whiny little bitch eat fucking gluten,1
19626,free bird,2
19627,fucked bitch feel,1
19628,image giving heaveho flag really brightened sorry butts,2
19629,occasionally go play flappy bird die getting remember much hate,2
19630,gets caught segment comes todays hearing,2
19631,sayin u bitches hookup wit tha headless horseman cuz u think badass n shit u complain,1
19632,cock outjam clam,1
19633,leading points,2
19634,sorryimalex dollskill buy girl stuff twink ass bitch,1
19635,quitting job going learn become psychic now know youre thinking well yet going,2
19636,thanks learned way ever wanted know birds,2
19637,suplexin motherfuckers domes shit,1
19638,bitches come fucking happened amp shaved bitch knew wassup,1
19639,dont tell bitches show bitches,1
19640,isnt tea anymore bitches everything still getting cheated something addin,1
19641,girl calm shell act kicked pussy,1
19642,slut cunt bitch nigga,0
19643,fucking hate ignorant ass bitches,1
19644,give bitch inch rather,1
19645,grab booty front niggas want hergrab booty front bitches want,1
19646,left prom camping first day cause youre bitch boy,1
19647,jig even dems raci,2
19648,still live hope day hot rich boy fall love even im trash,2
19649,knives bitch,1
19650,just settle came first laid bird,2
19651,guys graduated ass bitch,1
19652,u steal glasses haha stupid nigger,1
19653,isnt privilege thrown willynilly got ta earn right call bitch,1
19654,last night incitement translated murder father traveling whis family celebrate first nig,1
19655,heres first look,2
19656,person needs things truly happy world someone love something something ho,2
19657,look yall bitches child support keep getting pregnant ass bitches,1
19658,hoes feel photo didnt get enough favorites,1
19659,goodness hate chinese people fucking zipperheads,0
19660,bitch jus blew high,1
19661,many classless hoes enough ladies,1
19662,know girl hoe isnt private,1
19663,rickahyatt visionamd better b manchurian candidate abt bitch abt policy screams racism,1
19664,kenzayye pussy,1
19665,crowd cheering instead yankees suck love baseba,2
19666,youre secretly fan admit day,2
19667,yankees winnnn,2
19668,go talk hoesme,1
19669,bottom bitch ispeakmut,1
19670,big dreams cause small goal shit birds,1
19671,promise last thing wan na bitch sister front poke lion,1
19672,reaction find love life selling pussysold pussy backpage,1
19673,trash,2
19674,tells retarded work worth youre worth,1
19675,shout bitches dont dress half naked get mans stay classy,1
19676,ur mine obvious people gna hit u cause ur obviously attractive u flirt back problem bitch,1
19677,rich bitch,1
19678,curbyourhoe got bitches home scrolling,1
19679,favorite line far blind suck cant ever asshole made ho,1
19680,yall hoes hating girl looks dude,1
19681,see bae retweet mention hoe,1
19682,girl logic say bye dont actually mean itthen dont fucken say bye dumb bitch,1
19683,good weed bad bitch,1
19684,wtf ling ling least calculate circumference threw ass circle,1
19685,accept amp challenge yankees mets seahawks,2
19686,hoe thought cute thats kissed,1
19687,obehi happen school behaving pussies,1
19688,so ready new year new tweet bullshit comeyou hoe last yearchill fuck,1
19689,true ride die bitch,1
19690,stfu hoe proud african proud white racist,0
19691,see people tweeting purge comes city bitch purge aint tour,1
19692,admits negro problem tcot gettingreal,0
19693,girl didnt camp overnight buy iphone pee pee trash,2
19694,go crazy animals grabbed mama aint going bitch,1
19695,girl u probably eat pussy,1
19696,hate bitch argue shit,1
19697,nigga really tried save bitch lol,1
19698,mothers n mins yall bitches picked yall kids yo mama house u hrs custody n p,1
19699,want crazy bitch loyal af,1
19700,amp ima eat pussy filthy,1
19701,yall hoes annoying,1
19702,brought bad bitches good weed,1
19703,got bitches kanye voice,1
19704,cant worried bitch cause bitch somewhere sucking dick,1
